top,title,year,area,language,runtime,score,comment,summary
No.111,爱在日落黄昏时,2004,美国 / 法国,英语 / 法语,80 分钟,8.9,608431人,九年前，杰西（伊桑·霍克EthanHawke饰）与席琳（朱莉·德尔佩JulieDelpy饰）在火车上不期而遇，怦然心动。在维也纳渡过疯狂而又浪漫的一夜后，他们在日出前分手，并相约在维也纳重逢。九年之后，杰西已成为畅销书作家，而席琳则是法国环保组织成员。杰西在新书里娓娓道来的，正是九年前的浪漫夜晚。在巴黎促销新书时，杰西与席琳在书店相遇，然而他们只有一下午的时光相处，日落之前，杰西要乘飞机赶回美国。两人在午后的巴黎街头散步，在美丽的护城河上泛舟，无所不谈，兴致勃勃。可是就像命运的捉弄，快乐的时光像烟花一样醉人却短暂。杰西对席琳一送再送，难以忘情；席琳用吉他和歌声，怀念着内心深处的爱恋。太阳就快落下去了，杰西就要误了飞机，又或许他更不想错过的，是命里注定的缘分。
No.112,请以你的名字呼唤我,2017,意大利 / 法国 / 巴西 / 美国,英语 / 意大利语 / 法语 / 德语 / 希伯来语,132分钟,8.8,776780人,故事发生在八十年代的意大利里维埃拉，每年夏天，十七岁的少年艾力奥（提莫西·查拉梅TimothéeChalamet饰）都会跟家人一起来此地度假。今年，和他们共享假日时光的，还有来自美国的奥利弗（艾米·汉莫ArmieHammer饰），高大英俊热情开朗的奥利弗很快就获得了艾力奥一家人的喜爱。随着时间的推移，艾力奥和奥利弗之间渐渐产生了致命的吸引力，但性别和年龄的桎梏让他们迟迟无法跨出那关键的一步，与此同时，单纯善良的少女马奇娅（艾斯特·加莱尔EstherGarrel饰）也向艾力奥奉献着自己的感情和身体。最终，汹涌的激情冲破了艾力奥和奥利弗之间的防线，两人开始了一段注定不会有结果的恋情。
No.113,幽灵公主,1997,日本,日语,134分钟,8.9,560798人,为了拯救危难中的村民，阿斯达卡的右手中了凶煞神的诅咒。达卡只好离开亲人往西方流浪以寻找解除诅咒的方法。旅途中他遇到了由幻姬大人带领的穷苦村民在麒麟兽的森林里开采铁矿，提炼矿石。白狼神莫娜和她养大的人类女孩“幽灵公主”桑对幻姬恨之入骨，因为她们觉得幻姬带领众人破坏了森林。想帮助人类的阿斯达卡被桑深深吸引，他理解她，但为了帮助穷人又不得不和她作战。一次战斗中，阿斯达卡被麒麟兽所救，他的立场更加摇摆不定。这时，以疙瘩和尚为首的一群人来杀麒麟兽，幻姬以火枪击毙了麒麟，麒麟的头被疙瘩和尚抢走。愤怒的麒麟的灵魂为夺回自己的头，大肆破坏着森林。阿斯达卡和桑联手决定帮麒麟夺回头颅。
No.114,剪刀手爱德华,1990,美国,英语,105分钟,8.7,1081038人,爱德华（约翰尼•戴普饰）是一个机器人，他拥有人的心智，却有一双剪刀手，孤独地生活在古堡里，闯入古堡的化妆品推销员佩格把他带回家，让他走进了人类的世界。单纯的爱德华爱上了佩格的女儿金（薇诺娜•瑞德饰），金也慢慢的被爱德华的善良所吸引。但是，一连串的意外事情让周围的人邻居对爱德华的态度从喜欢变成无法接受，爱德华痛苦地发现，他总是好心办坏事，连自己的爱人都不能拥抱，或许，他注定就不属于这个世界。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.116,勇敢的心,1995,美国,英语 / 法语 / 拉丁语 / 苏格兰盖尔语,178分钟,8.9,582627人,威廉•华莱士童年时，其父、苏格兰民族英雄马索•华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔•吉布森）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲•玛索）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。
No.117,菊次郎的夏天,1999,日本,日语,121分钟,8.9,637937人,暑假到来，自幼丧父的小学三年级学生正男（关口雄介饰），如今和奶奶生活在一起，暑假特别无聊。他拿出母亲从外地寄回的信，准备自己一个人去爱知县丰桥市看望母亲。邻居阿姨（岸本加世子饰）发现后，决定帮正男完成心愿。她拿出一笔钱做为旅费，还安排游手好闲的老公菊次郎（北野武饰）陪伴正男一起踏上寻母之途。可是在第一天，菊次郎就把老婆给的钱全部输光，于是两个人只好步行前往爱知。一路搭顺风车，惹了不少麻烦后，菊次郎终于带着正男到了他母亲的家，但小男孩却十分沮丧。归途中，菊次郎努力安慰他，二人过得十分愉快，夏天就这么过去了。
No.118,借东西的小人阿莉埃蒂,2010,日本,日语,94分钟,8.9,592751人,虽然患有心脏方面的疾病，但是少年翔（神木隆之介配音）的父母依然对他疏于呵护。为了准备即将到来的手术，翔来到了位于偏远乡间的姨婆（竹下景子配音）家静养。姨婆家位于一片幽静的丛林中，这是一幢有着上百年历史的欧式别墅。这里除了生活着姨婆和女佣阿春（树木希林配音）外，还有一个奇特的三口之家，“借东西一族”——小人阿莉埃蒂（志田未来配音）和她的爸爸（三浦友和配音）妈妈（大竹忍配音），他们生活在别墅的地板下，只有几公分高，过着不为人类察觉的生活。遇到所需的日常用品时，便会在夜深人静之时偷偷潜入厨房借出来。翔无意中瞥见阿莉埃蒂的身影，他有心接近这些传说中的小人，却不知不觉打扰了他们的生活……本片根据英国作家玛丽·诺顿的原著《借东西的小人》改编，并荣获2011年日本电影学院奖最佳动画片奖。
No.119,未麻的部屋,1997,日本,日语,81分钟,9.1,385865人,当红三人少女偶像团体CharmingBird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷闷不乐。与此同时，各种恐吓信不断、经纪人田所先生遇袭以及以自己的口吻在网站上写日记的神秘人都让未麻焦虑不已，恍惚间她甚至看到另一个自己。未麻的苦恼无人知晓，贪婪的田所甚至同意剧组的剧本，要求未麻出演一场尺度极大的强暴戏。这次演出成为未麻演艺事业的转折点，她的出镜率开始攀升，甚至还拍摄了裸露的写真。与此相对，电视剧编剧涩谷和曾给未麻拍下裸照摄影师村野接连遇害。未麻的生活变得混乱不堪，真相究竟如何？本片荣获1997年亚洲奇幻电影节最佳亚洲影片。
No.120,消失的爱人,2014,美国,英语,149分钟,8.7,1019668人,结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克BenAffleck饰）来到妹妹玛戈（凯莉·库恩CarrieCoon饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克RosamundPike饰）以及全然看不见希望的婚姻。当他返回家中时，却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮（金·迪肯斯KimDickens饰）接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……本片根据吉莉安·弗琳（GillianFlynn）的同名小说改编。
No.121,无人知晓,2004,日本,日语,141分钟,9.1,349755人,新搬来的公寓这家人是母亲惠子（You饰）带着四个孩子：明（柳乐优弥饰）、京子、茂、雪。但母亲却得对周围的人们撒谎说丈夫去海外工作，自己与长子两个人在一起生活。事实是其它三名弟妹是“黑孩子”，因为四个孩子有着各自不同的父亲。他们一直呆在家中，没有去学校上学。在母亲去百货商店工作时，年纪尚小的明就在家中代替母亲行使家长的职责。突然有一天母亲不见了，她把手中仅有的20万日元现金和一张短短的便条留给了孩子们，把弟妹托付给明看管后，就悄然地离家出走。无亲无故，对外面几乎一无所知的四个孩子们，要开始面对新的生活，那实在不是件容易的事情……
No.122,时空恋旅人,2013,英国 / 美国,英语,123分钟,8.8,733510人,Tim（多姆纳尔·格利森DomhnallGleeson饰）21岁了，他的老爸（比尔·奈伊BillNighy饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是Tim将信就疑地试了一下，回到了夏天，在那里他试图改变和暗恋对象的关系，却发现怎么穿越时空都不能让不爱你的人爱上你。之后Tim来到了伦敦，成为了一个律师。他爱上了一个漂亮的姑娘Mary（瑞秋·麦克亚当斯RachelMcAdams饰），他通过几次时空旅行，努力地想成为Mary的男朋友。再后来，他又试图通过时光旅行，去挽回一场失败的话剧，去改善妹妹的生活，去更好地和亲人、朋友相处，度过生命中的每一天。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.124,倩女幽魂,1987,中国香港,粤语,96分钟,8.8,779446人,书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......
No.125,完美的世界,1993,美国,英语,138分钟,9.1,339426人,单亲孩子菲利普·佩里（T·J·劳瑟T.J.Lowther饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃窜。途中，罪犯之一的布奇（凯文·科斯特纳KevinCostner饰）干掉了鲁莽愚蠢的同伙，却对小菲利普照顾有加。与此同时，德州警探瑞德（克林特·伊斯特伍德ClintEastwood饰）带着手下和州长特派的犯罪专家萨利（劳拉·邓恩LauraDern饰）一同火速追捕布奇。双方在德克萨斯州境内展开了一场公路赛大竞技；而小菲利普也经历了很多从未想过过的刺激与快乐，并与布奇产生了一种近似父子的不寻常感情……
No.151,模仿游戏,2014,英国 / 美国,英语 / 德语,114分钟,8.8,688505人,二战期间，盟军苦于德国的秘密系统“英格玛”无法破译，政府召集了一批民间数学家、逻辑学家进行秘密破解工作，图灵（本尼迪克特·康伯巴奇BenedictCumberbatch饰）就是其中之一。计划刚开始图灵遭到了以休（马修·古迪MatthewGoode）为首的组员和领导的排斥，幸好军情处部长孟席斯（马克·斯特朗MarkStrong饰）帮助他立项研究破译密码的机器，而图灵则变成了负责人，招收了新的成员琼（凯拉·奈特莉KeiraKnightley）开始了艰难的工作。琼很快就迷上了图灵，由于她的帮助所有组员空前的团结，并于两年后成功破解德军的密码。图灵一度与琼订婚，但实际上他隐瞒了一个秘密，因为这个秘密他也遭受了非人的待遇……本片改编自安德鲁·霍奇斯编著的《艾伦·图灵传》，上映后获得了第87届奥斯卡最佳改编剧本奖。
No.152,花样年华,2000,中国香港,粤语 / 上海话 / 法语,98分钟,8.8,660283人,1960年代的香港，报馆编辑周慕云（梁朝伟饰）与太太搬进一间住户多是上海人的公寓，和某家日资公司的贸易代表陈先生与太太苏丽珍（张曼玉饰）成了邻居。因为发现各自在外工作的配偶背着他们有了婚外情，周慕云和苏丽珍开始见面商讨未来可能发生的事情以及相应对策。起初两人是君子之交淡如水就事谈事，可是日子一日接一日过去后，在周围一帮上海邻居的闲言碎语中，他们发现配偶的事早空出了他们的脑袋，彼此眼里只剩下了对方，而刻意回避已生出的感情的结果，是更加刻骨的相思。
No.153,头号玩家,2018,美国,英语 / 日语 / 汉语普通话,140分钟,8.6,1441701人,故事发生在2045年，虚拟现实技术已经渗透到了人类生活的每一个角落。詹姆斯哈利迪（马克·里朗斯MarkRylance饰）一手建造了名为“绿洲”的虚拟现实游戏世界，临终前，他宣布自己在游戏中设置了一个彩蛋，找到这枚彩蛋的人即可成为绿洲的继承人。要找到这枚彩蛋，必须先获得三把钥匙，而寻找钥匙的线索就隐藏在詹姆斯的过往之中。韦德（泰尔·谢里丹TyeSheridan饰）、艾奇（丽娜·维特LenaWaithe饰）、大东（森崎温饰）和修（赵家正饰）是游戏中的好友，和之后遇见的阿尔忒弥斯（奥利维亚·库克OliviaCooke饰）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是名为诺兰索伦托（本·门德尔森BenMendelsohn饰）的大资本家。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.155,射雕英雄传之东成西就,1993,中国香港,粤语,113分钟(香港),8.7,679494人,金轮国王妃（叶玉卿饰）与表哥欧阳锋（梁朝伟饰）有染，为霸占江山，他们毒死了国王，但没找到传国玉玺。得知玉玺在前往九宫山找寻其师父求助的三公主（林青霞饰）手里后，欧阳锋企图抢到手但没成功。糊涂国师（张曼玉饰）在淫威下屈服，查出三公主的具体下落，欧阳锋乘火箭金靴追赶，却误脱落一只插死刚出关的王重阳（钟镇涛饰），奄奄一息的王重阳恳求适逢路过的三公主找到其师弟周伯通（刘嘉玲饰）代为报仇。逃到九宫山的三公主邀得师弟黄药师（张国荣饰）与师妹（王祖贤饰）相助，再加上前来寻找表妹的洪七（张学友饰）、找到真心人才能成仙的段智兴（梁家辉饰），一场与欧阳锋的生死恶战蓄势待发……
No.156,七武士,1954,日本,日语,207分钟,9.3,214659人,日本战国时代，一小山村面临着山贼的威胁，为了保护秋天的收成，村中长老决定让去请武士来保护村子安全，但只能拿出的报酬是一天三顿的白米饭。在城里，他们遭到了武士白眼甚至被打。直到勘兵卫（志村乔饰）的出现，他现今已沦为浪人，几经考虑最后答应了。他对农民说至少需要七名武士，于是久藏（宫口精二饰）、胜四郎（木村功饰）、五郎（稻叶义男饰）、七郎（加东大介饰）、平八（千秋实饰）和菊千代（三船敏郎饰）等六人也加入了队伍，七个人肩负保卫村子的任务。整个防御准备的过程中，武士与农民间发生许多摩擦也闹出不少笑话。而在一次偷袭行动中，有武士为救农民被火枪打死，很快山贼的反扑随之而来，一场恶战即将开始。
No.157,惊魂记,1960,美国,英语,109分钟,9.0,327101人,年轻的马里恩·克兰（珍妮特·利饰）在Phoenix工作，深受老板洛厄里（沃恩·泰勒饰）信任。男友萨姆·卢米斯（约翰·加文饰）在Fairvale经营一家五金店，因要替亡父还债又要支付前妻赡养费而无力再婚，只能借出差的机会偶尔来与马里恩幽会。马里恩对此感到不满，于是在周五下午趁机携四万美元公款驾车潜逃。可是马里恩的潜逃之路并不顺利：先是在出城的时候被洛厄里目击，周六一大早又被警察怀疑。花了七百美元以旧车换新车之后，马里恩继续忐忑地行驶。入夜后，天降大雨，视线模糊，无法行驶，马里恩只得将车泊入路边的贝茨汽车旅馆投宿。老板诺尔曼（安东尼·珀金斯饰）十分友善，试图邀请马里恩到家里共进晚餐，可惜被凶恶的母亲粗暴阻止，只得将晚餐端至旅馆客厅。马里恩在客厅一边进餐一边与诺尔曼交谈，终于决定周日返回Phoenix。用餐完毕，马里恩回房沐浴。这时，一个老妇的身影突然出现在卫生间……
No.158,我是山姆,2001,美国,英语,132 分钟,9.0,358252人,在星巴克工作的山姆（西恩•潘SeanPenn饰），虽已成人，但智力水平只有7岁。一次偶然，他收留了一个流浪女。该女子帮山姆生下了一个女儿后消失得无影无踪。他给女儿取名叫露西（达科塔•范宁DakotaFanning饰），因为他最喜欢甲壳虫乐队的《天空中戴钻石的露西》。他非常疼爱自己的孩子。露西在山姆的细心呵护下慢慢地长大了，她发现爸爸不能看懂稍微复杂一些的故事。她在拒绝长大，希望和爸爸一样。父女俩的生活是那么幸福。地区的教育官员发现了这个特殊的家庭，他们认为山姆没有能力照顾露西，于是把露西带走了。伤心极了的山姆一心要挣回露西的抚养权，于是他自以为是的去找该地区最好的律师……
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.160,阳光姐妹淘,2011,韩国,韩语,124分钟,8.8,613525人,25年前，高中生任娜美（沈恩京饰）一家从全罗道搬到汉城，娜美入读真德女子高中，因方言浓重怯于开口的娜美幸运的得到了同班大姐头夏春花（姜索拉饰）的维护，并与围绕在夏春花周围的执着于双眼皮的金玫瑰、满嘴脏话的黄珍熙、梦想成为作家的徐金玉、要成为韩国小姐的俞福姬以及沉默傲慢的美人郑秀智等五人结识。在一次和不良少女团对决之后，春花和娜美等七人组成了“Sunny”团体……多年以后，家庭主妇娜美在去医院探望母亲时偶然重逢了身患绝症住院的春花，后者希望在生命的最后两个月内，能够再见当年的Sunny成员。娜美找到金玫瑰，两人委托私家侦探寻找当年的同伴，而那些关于青春的回忆，也在一个个熟悉的名姓后面再次被唤醒。
No.161,恐怖直播,2013,韩国,韩语,97分钟,8.7,693877人,韩国首尔某个平凡的早上，广播电台DailyTopic节目的主持人尹英华（河正宇饰）正就税率改革与听众进行连线，这时一个自称住在首尔昌信洞的普通工人朴鲁圭打入电话，大肆抱怨超高的电费和相关部门对他的威胁。尹英华颇不耐烦，以偏离主题为由强行切断电话。谁知连线无法单方面由电台方面中断，愤怒的朴鲁圭继续抱怨，并扬言炸掉汉江大桥。尹英华不以为然，进而怂恿对方想做就做，谁知话音刚落，窗外的麻浦大桥便炸作废墟。大惊失色的尹英华很快冷静下来，他决定利用这次难得的机会打一次事业的翻身仗。在他的主持下，针对恐怖分子的连线直播就此展开，无关良知的节目拉开帷幕……
No.162,你的名字。,2016,日本,日语,106分钟,8.5,1510669人,在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有亲切的前辈和繁华的街道，一切都是如此诱人而真实。另一方面，住在东京的高中男孩立花泷（神木隆之介配音）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。许是受那颗神秘彗星的影响，立花和三叶在梦中交换了身份。他们以他者的角度体验着对方的人生，这期间有愤怒、有欢笑也有暖心。只是两人并不知道，身份交换的背后隐藏着重大而锥心的秘密……本片为2016年度日本本土影片票房冠军。
No.163,黑客帝国3：矩阵革命,2003,美国,英语 / 法语,129 分钟,8.8,472797人,第二集中，尼奥（基努·里维斯KeanuReeves饰）没有能从内部摧毁“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯（劳伦斯·菲什伯恩LaurenceFishburne饰）和崔妮蒂（凯瑞-安·莫斯Carrie-AnneMoss饰）等人知道了尼奥的情况，在守护天使的带领下，找到了“火车人”的控制者梅罗纹奇，经过一番激斗，将尼奥救了出来。此时，电子乌贼部队对锡安发起了猛烈的攻击，人类组织所有机甲战士展开顽强的抵抗，形势危在旦夕；尼奥和崔妮蒂驾驶了一艘飞船克服重重困难，到达机器城市，尼奥终于见到了机器世界的统治者“机器大帝”，双方谈判并达成了协议：尼奥除掉不受“母体”控制的史密斯，以换取锡安的和平。在“母体”中，尼奥和史密斯展开了关系人类生死存亡的最后决斗。
No.164,三块广告牌,2017,英国 / 美国,英语,115分钟,8.7,872983人,米尔德雷德（弗兰西斯·麦克多蒙德FrancesMcDormand饰）的女儿在外出时惨遭奸杀，米尔德雷德和丈夫查理（约翰·哈克斯JohnHawkes饰）之间的婚姻因此走到了尽头，如今，她同儿子罗比（卢卡斯·赫奇斯LucasHedges饰）过着相依为命的生活。一晃眼几个月过去了，案件仍然没有告破预兆，而警方似乎早已经将注意力从案子上转移了开来。被绝望和痛苦缠绕的米尔德雷德租下了高速公路边上的三块巨型广告牌，在上面控诉警方办案无能，并将矛头直接对准了警察局局长威洛比（伍迪·哈里森WoodyHarrelson饰）。实际上，威洛比一直隐瞒着自己身患绝症命不久矣的事实。因为这三块广告牌，米尔德雷德和威洛比的生活发生了翻天覆地的变化。
No.165,心迷宫,2014,中国大陆,汉语普通话,110分钟(中国大陆),8.8,572546人,河南中原某个平凡的小山村，清早起来突然多出一具烧焦的尸体，这个消息很快传遍全村。村中妙龄女孩黄欢（罗芸饰）同时失踪，由于弟弟被黄欢甩掉后酗酒意外身亡，王宝山前一日当众宣称要让黄欢偿命。因此，众人一度以为这是女孩的尸体。可是尸体的男性特征又打破了这个猜测。紧接着，尸体身上发现未烧毁的身份证，其身份指向了村花丽琴（孙黎饰）的丈夫陈自立。哪曾想葬礼进行中途，丽琴又接到另一处打来的电话，通知她其丈夫意外身亡。这一次，焦尸的身份再度变得扑朔迷离。一向正气凛然的村长（霍卫民饰）试图查明真相，然而却朝着更为黑暗的方向沉了下去……
No.166,电锯惊魂,2004,美国,英语,103分钟,8.7,574697人,一觉醒来的亚当（雷•沃纳尔LeighWhannell饰）发现自己被困在一个废弃的厕所里。他的对面是同样命运的劳伦斯（加利•艾尔维斯CaryElwes饰）——他们被人用铁链绑住了腿，并吃惊发现二人中间横亘着一个恐怖的死人。死人鲜血淋漓，左手拿录放机右手拿枪。亚当兜里被人放进来一盘磁带，他赶紧放到录放机里。磁带里说，劳伦斯必须在今晚6点前杀死亚当，否则二人将同归于尽，劳伦斯的家人也不能幸免。而面前死人流出来的血，剧毒无比。一个血腥的死亡游戏开始了。在剩下不多的时间里，他们必须找到线索，逃出地狱。在最后关头，当他们以为重见天日的时候，新一轮的噩梦才刚刚开始。
No.167,达拉斯买家俱乐部,2013,美国,英语 / 日语,117分钟,8.8,481088人,1985年美国达拉斯市，恐同的德州电工罗恩·伍德鲁夫（马修·麦康纳MatthewMcConaughey饰）发现自己患上“同志病”——艾滋，生命只剩30天。他使用的AZT（叠氮胸苷）是当时美国药管局唯一批准面市的抗艾药物，但毒性极大。为了活下去，罗恩开始研究各种抗艾处方和替代疗法，甚至走私来自世界各地未经批准的药物。在医生萨克斯（詹妮弗·加纳JenniferGarner饰）和异装癖同性恋雷蒙（杰瑞德·莱托JaredLeto饰）的帮助下，罗恩开始成立了一个叫做“达拉斯买家俱乐部”的地下组织，为艾滋病人提供更多“非常规疗法”，很多患病的男同性恋亦求助于他。他的举动自然受到了药管局和药商的阻挠和施压。罗恩最终在1992年9月去世，离他被告知只剩30天可活已经过去了2557天。在这近7年时间里，他坚持不懈的与病魔、与药管局及制药商进行艰苦的斗争，享受真正活过的人生......本片根据真人真事改编，讲述一个绝症病人如何努力求生并拯救成千上万面临同样境遇的人的故事，提名金球奖剧情类最佳男主/男配以及获得大小29个奖项。
No.168,小丑,2019,美国 / 加拿大,英语,122分钟,8.7,1076462人,湿冷无望的哥谭市，卑微的亚瑟·弗兰克（华金·菲尼克斯JoaquinPhoenix饰）依靠扮演小丑赚取营生。与之相依为命的母亲患有精神疾病，而亚瑟深记母亲的教诲，无论遭受怎样的挫折都笑对人生，却因此让自己背负着莫大的压力，濒临崩溃。他梦想成为一名脱口秀演员，怎奈生活一次次将失望狠狠地砸在他的头上。不仅如此，他因意外丢掉了工作，偶然瞥见母亲的秘密，又使他心中燃起对那个与之地位悬殊却从未谋面的父亲的殷切渴望。命运习惯了事与愿违，空荡荡的地铁内，悲伤的小丑在无法自已的癫狂笑声中大开杀戒……本片荣获第76届威尼斯电影节金狮奖。
No.169,疯狂原始人,2013,美国,英语,98分钟,8.7,882113人,原始人咕噜一家六口在老爸Grug（尼古拉斯·凯奇NicolasCage配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿Eep（艾玛·斯通EmmaStone配音）是一个和老爸性格截然相反的充满好奇心的女孩，她不满足一辈子留在这个小山洞里，一心想要追逐山洞外面的新奇世界。没想到世界末日突然降临，山洞被毁，一家人被迫离开家园，展开一场全新的旅程。离开了居住了“一辈子”的山洞，展现在他们眼前的是一个崭新绚丽却又充满危险的新世界，到处都是食人的花草和叫不出名字的奇异鸟兽，一家人遇到了全所未有的危机。在旅途中，他们还遇到了游牧部落族人Guy（瑞恩·雷诺兹RyanReynolds配音），他有着超凡的创造力和革新思想，帮助咕噜一家躲过了重重困难，途中他还发明了很多“高科技”产品，并让他们知道了原来生活需要“用脑子”，走路需要“鞋子”等等。一行人在影片中展开了一场闹腾而又惊险的旅程。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.171,心灵奇旅,2020,美国,英语,101分钟,8.7,1060969人,究竟是什么塑造了真正的你？电影将聚焦乔伊·高纳（杰米·福克斯配音）。这位中学音乐老师获得了梦寐以求的机会——在纽约最好的爵士俱乐部演奏。但一个小失误把他从纽约的街道带到了一个奇幻的地方“生之来处”（theGreatBefore）。在那里，灵魂们获得培训，在前往地球之前将获得他们的个性特点和兴趣。决心要回到地球生活的乔伊认识了一个早熟的灵魂“二十二”（蒂娜·菲配音），二十二一直找不到自己对于人类生活的兴趣。随着乔伊不断试图向二十二展示生命的精彩之处，他也将领悟一些人生终极问题的答案。
No.172,背靠背，脸对脸,1994,中国大陆 / 中国香港,汉语普通话,148分钟,9.5,156996人,王双立（牛振华饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长，王双立认为他是个土包子，心里很是不以为然，利用自己对文化馆人际关系熟悉的优势，想方设法给老马出难题。经过几轮较量，老马终于被挤走，王双立又成了代馆长，再次受领导重用，岂料，螳螂捕蝉黄雀在后，秘书小阎（李强饰）成了新一任馆长。王双立不甘心，再次和小阎斗法，想将对方挤走，这次王双立还能如愿与偿吗？电影《背靠背，脸对脸》获得第二届大学生电影节最佳故事片和最佳男主角奖、东京国际电影节最佳男主角奖、第15届金鸡奖最佳导演和最佳合作片奖、第14届香港电影金像奖十大华语片。
No.173,上帝之城,2002,巴西 / 法国,葡萄牙语,130分钟,9.0,318050人,巴西里约热内卢的贫民窟，这里是“上帝之城”，更是魔鬼也会叹息着转身的地方。阿炮（AlexandreRodrigues饰）带着我们到了这里，他见证了这里二十多年来被残暴、贪婪、复仇、野心、背叛、掠夺所裹挟的混乱生活以及最终导致的一场灾难性的黑帮争斗。虽然从小就要辗转于匪徒间求生存，但胆小怕事的性格与自我保护的本能却使他一直能平安度日。60年代初，阿毛、阿夹和阿呆是这里的“少年三侠”，在抢劫完旅馆之后，他们三人分道扬镳，阿夹重回上帝的怀抱，而阿呆和阿毛纷纷付出了生命的代价。70年，当年“少年三侠”手下的小弟小豆子（DouglasSilva饰）靠着自己的心狠手辣，不停地吞并别人的地盘，成为了贫民区的“小霸王”，生意也从抢劫升级到了更为暴利的毒品买卖，和他一起飞黄腾达的还有班尼（PhellipeHaagensen饰）。班尼认识了美丽的安迪丽卡（AliceBraga饰），准备归隐，在送别的晚会上，他意外被对头杀害，悲痛之下，“小霸王”集合人手给班尼报仇，帮派之间的厮杀就此开始。此时的阿炮，机缘巧合下成为了杂志社的见习摄影师，他的相机，照下的却是孩子们持枪荷弹的狰狞，和帮派间无休无止的仇杀。
No.174,绿里奇迹,1999,美国,英语 / 法语,189 分钟,8.9,361409人,狱监保罗（汤姆•汉克斯TomHanks饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯MichaelClarkeDuncan饰）。约翰因杀了两名幼女被判死刑来到了这座著名的冷山监狱，监狱里有一片称为“绿里”的绿地，绿地那头就是刑场。约翰不仅不像想象中的凶残，相反，他出奇的温厚、机智。约翰的到来给狱中的各人带来了天翻地覆的变化：为老囚犯特里沃的小老鼠注入了生命的强度，给特里沃最后的人生带来最后的慰籍；神奇的拯救了被病痛折磨的保罗和马琳达；将金保斯从死神手中拉了回来……保罗这些天也从约翰身上看到了人生的真谛。约翰行刑的那天终于到了。
